kglID,Rank,Platform,Region,Sales
2722,3503,XB,JP,0
2722,3503,XB,Other,0.03
2722,3503,XB,Global,0.58
1789,3504,PS2,NA,0.28
1789,3504,PS2,EU,0.22
1789,3504,PS2,JP,0
1789,3504,PS2,Other,0.07
1789,3504,PS2,Global,0.58
2673,3505,PS3,NA,0.08
2673,3505,PS3,EU,0.37
2673,3505,PS3,JP,0
2673,3505,PS3,Other,0.12
2673,3505,PS3,Global,0.57
2723,3506,3DS,NA,0.28
2723,3506,3DS,EU,0
2723,3506,3DS,JP,0.27
2723,3506,3DS,Other,0.02
2723,3506,3DS,Global,0.57
2724,3507,PS,NA,0.24
2724,3507,PS,EU,0.16
2724,3507,PS,JP,0.13
2724,3507,PS,Other,0.04
2724,3507,PS,Global,0.57
2725,3508,X360,NA,0.29
2725,3508,X360,EU,0.23
2725,3508,X360,JP,0
2725,3508,X360,Other,0.06
2725,3508,X360,Global,0.57
1864,3509,X360,NA,0.49
1864,3509,X360,EU,0.04
1864,3509,X360,JP,0
1864,3509,X360,Other,0.04
1864,3509,X360,Global,0.57
2726,3510,PSP,NA,0.53
2726,3510,PSP,EU,0
2726,3510,PSP,JP,0
2726,3510,PSP,Other,0.04
2726,3510,PSP,Global,0.57
2727,3511,XB,NA,0.32
2727,3511,XB,EU,0.24
2727,3511,XB,JP,0
2727,3511,XB,Other,0.02
2727,3511,XB,Global,0.57
1141,3512,PS2,NA,0.28
1141,3512,PS2,EU,0.22
1141,3512,PS2,JP,0
1141,3512,PS2,Other,0.07
1141,3512,PS2,Global,0.57
307,3513,GBA,NA,0.41
307,3513,GBA,EU,0.15
307,3513,GBA,JP,0
307,3513,GBA,Other,0.01
307,3513,GBA,Global,0.57
2435,3514,Wii,NA,0.23
2435,3514,Wii,EU,0.28
2435,3514,Wii,JP,0
2435,3514,Wii,Other,0.06
2435,3514,Wii,Global,0.57
2728,3515,PS2,NA,0
2728,3515,PS2,EU,0
2728,3515,PS2,JP,0.57
2728,3515,PS2,Other,0
2728,3515,PS2,Global,0.57
1597,3516,X360,NA,0.37
1597,3516,X360,EU,0.15
1597,3516,X360,JP,0
1597,3516,X360,Other,0.05
1597,3516,X360,Global,0.57
2348,3517,X360,NA,0.27
2348,3517,X360,EU,0.24
2348,3517,X360,JP,0
2348,3517,X360,Other,0.06
2348,3517,X360,Global,0.57
2729,3518,PS,NA,0
2729,3518,PS,EU,0
2729,3518,PS,JP,0.54
2729,3518,PS,Other,0.04
2729,3518,PS,Global,0.57
2730,3519,GBA,NA,0.41
2730,3519,GBA,EU,0.15
2730,3519,GBA,JP,0
2730,3519,GBA,Other,0.01
2730,3519,GBA,Global,0.57
2731,3520,PS3,NA,0.24
2731,3520,PS3,EU,0.24
2731,3520,PS3,JP,0.01
2731,3520,PS3,Other,0.09
2731,3520,PS3,Global,0.57
2674,3521,DS,NA,0.53
2674,3521,DS,EU,0
2674,3521,DS,JP,0
2674,3521,DS,Other,0.04
2674,3521,DS,Global,0.57
2732,3522,PS,NA,0.11
2732,3522,PS,EU,0.08
2732,3522,PS,JP,0.35
2732,3522,PS,Other,0.04
2732,3522,PS,Global,0.57
1768,3523,PS2,NA,0.22
1768,3523,PS2,EU,0.02
1768,3523,PS2,JP,0
1768,3523,PS2,Other,0.33
1768,3523,PS2,Global,0.57
1937,3524,PSP,NA,0.21
1937,3524,PSP,EU,0.23
1937,3524,PSP,JP,0
1937,3524,PSP,Other,0.13
1937,3524,PSP,Global,0.57
2733,3525,X360,NA,0.25
2733,3525,X360,EU,0.27
2733,3525,X360,JP,0
2733,3525,X360,Other,0.06
2733,3525,X360,Global,0.57
193,3526,GC,NA,0.44
193,3526,GC,EU,0.11
193,3526,GC,JP,0
193,3526,GC,Other,0.02
193,3526,GC,Global,0.57
2734,3527,Wii,NA,0.3
2734,3527,Wii,EU,0.17
2734,3527,Wii,JP,0.04
2734,3527,Wii,Other,0.05
2734,3527,Wii,Global,0.57
2735,3528,PC,NA,0.01
2735,3528,PC,EU,0.45
2735,3528,PC,JP,0
2735,3528,PC,Other,0.11
2735,3528,PC,Global,0.57
2736,3529,DS,NA,0.52
2736,3529,DS,EU,0.01
2736,3529,DS,JP,0
2736,3529,DS,Other,0.04
2736,3529,DS,Global,0.57
2737,3530,PS2,NA,0.47
2737,3530,PS2,EU,0.02
2737,3530,PS2,JP,0
2737,3530,PS2,Other,0.08
2737,3530,PS2,Global,0.57
2738,3531,X360,NA,0.38
2738,3531,X360,EU,0.15
2738,3531,X360,JP,0
2738,3531,X360,Other,0.04
2738,3531,X360,Global,0.57
2739,3532,DS,NA,0.51
2739,3532,DS,EU,0.02
2739,3532,DS,JP,0
2739,3532,DS,Other,0.04
2739,3532,DS,Global,0.57
2740,3533,PS3,NA,0.36
2740,3533,PS3,EU,0.12
2740,3533,PS3,JP,0.03
2740,3533,PS3,Other,0.07
2740,3533,PS3,Global,0.57
2741,3534,NES,NA,0
2741,3534,NES,EU,0
2741,3534,NES,JP,0.57
2741,3534,NES,Other,0
2741,3534,NES,Global,0.57
2742,3535,N64,NA,0.48
2742,3535,N64,EU,0.08
2742,3535,N64,JP,0
2742,3535,N64,Other,0
2742,3535,N64,Global,0.57
2743,3536,Wii,NA,0.52
2743,3536,Wii,EU,0.01
2743,3536,Wii,JP,0
2743,3536,Wii,Other,0.04
2743,3536,Wii,Global,0.57
653,3537,PSP,NA,0.1
653,3537,PSP,EU,0.12
653,3537,PSP,JP,0.29
653,3537,PSP,Other,0.07
653,3537,PSP,Global,0.57
2744,3538,Wii,NA,0.27
2744,3538,Wii,EU,0.25
2744,3538,Wii,JP,0
2744,3538,Wii,Other,0.05
2744,3538,Wii,Global,0.57
2745,3539,XB,NA,0.43
2745,3539,XB,EU,0.12
2745,3539,XB,JP,0
2745,3539,XB,Other,0.02
2745,3539,XB,Global,0.57
2746,3540,PS2,NA,0.11
2746,3540,PS2,EU,0.08
2746,3540,PS2,JP,0.35
2746,3540,PS2,Other,0.03
2746,3540,PS2,Global,0.57
459,3541,3DS,NA,0.32
459,3541,3DS,EU,0.2
459,3541,3DS,JP,0
459,3541,3DS,Other,0.05
459,3541,3DS,Global,0.57
2747,3542,Wii,NA,0.5
2747,3542,Wii,EU,0.03
2747,3542,Wii,JP,0
2747,3542,Wii,Other,0.04
2747,3542,Wii,Global,0.57
2748,3543,PS2,NA,0.28
2748,3543,PS2,EU,0.22
2748,3543,PS2,JP,0
2748,3543,PS2,Other,0.07
2748,3543,PS2,Global,0.57
2749,3544,PS2,NA,0.47
2749,3544,PS2,EU,0.02
2749,3544,PS2,JP,0
2749,3544,PS2,Other,0.08
2749,3544,PS2,Global,0.57
2750,3545,XB,NA,0.42
2750,3545,XB,EU,0.11
2750,3545,XB,JP,0.02
2750,3545,XB,Other,0.02
2750,3545,XB,Global,0.57
2751,3546,SNES,NA,0
2751,3546,SNES,EU,0
2751,3546,SNES,JP,0.57
2751,3546,SNES,Other,0
2751,3546,SNES,Global,0.57
948,3547,XB,NA,0.45
948,3547,XB,EU,0.1
948,3547,XB,JP,0
948,3547,XB,Other,0.02
948,3547,XB,Global,0.57
2752,3548,PS3,NA,0.19
2752,3548,PS3,EU,0.25
2752,3548,PS3,JP,0.04
2752,3548,PS3,Other,0.09
2752,3548,PS3,Global,0.57
2753,3549,PS2,NA,0
2753,3549,PS2,EU,0
2753,3549,PS2,JP,0.57
2753,3549,PS2,Other,0
2753,3549,PS2,Global,0.57
2754,3550,DS,NA,0.29
2754,3550,DS,EU,0.22
2754,3550,DS,JP,0
2754,3550,DS,Other,0.06
2754,3550,DS,Global,0.57
2755,3551,XB,NA,0.39
2755,3551,XB,EU,0.16
2755,3551,XB,JP,0
2755,3551,XB,Other,0.02
2755,3551,XB,Global,0.57
2756,3552,PS2,NA,0.19
2756,3552,PS2,EU,0.15
2756,3552,PS2,JP,0.17
2756,3552,PS2,Other,0.05
2756,3552,PS2,Global,0.57
2757,3553,PS,NA,0.31
2757,3553,PS,EU,0.21
2757,3553,PS,JP,0
2757,3553,PS,Other,0.04
2757,3553,PS,Global,0.57
2758,3554,PS2,NA,0.28
2758,3554,PS2,EU,0.22
2758,3554,PS2,JP,0
2758,3554,PS2,Other,0.07
2758,3554,PS2,Global,0.57
2759,3555,PS3,NA,0.28
2759,3555,PS3,EU,0.19
2759,3555,PS3,JP,0
2759,3555,PS3,Other,0.09
2759,3555,PS3,Global,0.57
2272,3556,X360,NA,0.4
2272,3556,X360,EU,0.12
2272,3556,X360,JP,0
2272,3556,X360,Other,0.05
2272,3556,X360,Global,0.57
2539,3557,Wii,NA,0.19
2539,3557,Wii,EU,0.31
2539,3557,Wii,JP,0
2539,3557,Wii,Other,0.06
2539,3557,Wii,Global,0.57
2673,3558,X360,NA,0.09
2673,3558,X360,EU,0.4
2673,3558,X360,JP,0
2673,3558,X360,Other,0.07
2673,3558,X360,Global,0.57
2688,3559,PS3,NA,0.21
2688,3559,PS3,EU,0.22
2688,3559,PS3,JP,0.05
2688,3559,PS3,Other,0.09
2688,3559,PS3,Global,0.57
2483,3560,X360,NA,0.24
2483,3560,X360,EU,0.28
2483,3560,X360,JP,0
2483,3560,X360,Other,0.05
2483,3560,X360,Global,0.56
2760,3561,PS,NA,0.11
2760,3561,PS,EU,0.08
2760,3561,PS,JP,0.34
2760,3561,PS,Other,0.04
2760,3561,PS,Global,0.56
368,3562,GC,NA,0.44
368,3562,GC,EU,0.11
368,3562,GC,JP,0
368,3562,GC,Other,0.02
368,3562,GC,Global,0.56
2761,3563,PS2,NA,0.23
2761,3563,PS2,EU,0.18
2761,3563,PS2,JP,0.09
2761,3563,PS2,Other,0.06
2761,3563,PS2,Global,0.56
2762,3564,DS,NA,0.26
2762,3564,DS,EU,0.04
2762,3564,DS,JP,0.24
2762,3564,DS,Other,0.03
2762,3564,DS,Global,0.56
2763,3565,GBA,NA,0.4
2763,3565,GBA,EU,0.15
2763,3565,GBA,JP,0
2763,3565,GBA,Other,0.01
2763,3565,GBA,Global,0.56
2764,3566,GBA,NA,0.4
2764,3566,GBA,EU,0.15
2764,3566,GBA,JP,0
2764,3566,GBA,Other,0.01
2764,3566,GBA,Global,0.56
2765,3567,PS2,NA,0.28
2765,3567,PS2,EU,0.22
2765,3567,PS2,JP,0
2765,3567,PS2,Other,0.07
2765,3567,PS2,Global,0.56
366,3568,GBA,NA,0.4
366,3568,GBA,EU,0.15
366,3568,GBA,JP,0
366,3568,GBA,Other,0.01
366,3568,GBA,Global,0.56
2766,3569,PS2,NA,0.28
2766,3569,PS2,EU,0.22
2766,3569,PS2,JP,0
2766,3569,PS2,Other,0.07
2766,3569,PS2,Global,0.56
2767,3570,GBA,NA,0.31
2767,3570,GBA,EU,0.11
2767,3570,GBA,JP,0.13
2767,3570,GBA,Other,0.01
2767,3570,GBA,Global,0.56
569,3571,XB,NA,0.4
569,3571,XB,EU,0.14
569,3571,XB,JP,0
569,3571,XB,Other,0.02
569,3571,XB,Global,0.56
2768,3572,PS2,NA,0.28
2768,3572,PS2,EU,0.22
2768,3572,PS2,JP,0
2768,3572,PS2,Other,0.07
2768,3572,PS2,Global,0.56
2769,3573,PS,NA,0.31
2769,3573,PS,EU,0.21
2769,3573,PS,JP,0
2769,3573,PS,Other,0.04
2769,3573,PS,Global,0.56
2770,3574,PS2,NA,0.28
2770,3574,PS2,EU,0.21
2770,3574,PS2,JP,0
2770,3574,PS2,Other,0.07
2770,3574,PS2,Global,0.56
1923,3575,PSP,NA,0.41
1923,3575,PSP,EU,0.08
1923,3575,PSP,JP,0
1923,3575,PSP,Other,0.07
1923,3575,PSP,Global,0.56
2771,3576,GBA,NA,0.4
2771,3576,GBA,EU,0.15
2771,3576,GBA,JP,0
2771,3576,GBA,Other,0.01
2771,3576,GBA,Global,0.56
2772,3577,PS2,NA,0.28
2772,3577,PS2,EU,0.21
2772,3577,PS2,JP,0
2772,3577,PS2,Other,0.07
2772,3577,PS2,Global,0.56
2773,3578,DS,NA,0.27
2773,3578,DS,EU,0.05
2773,3578,DS,JP,0.22
2773,3578,DS,Other,0.03
2773,3578,DS,Global,0.56
2774,3579,PS2,NA,0.28
2774,3579,PS2,EU,0.21
2774,3579,PS2,JP,0
2774,3579,PS2,Other,0.07
2774,3579,PS2,Global,0.56
2041,3580,PS,NA,0.31
2041,3580,PS,EU,0.21
2041,3580,PS,JP,0
2041,3580,PS,Other,0.04
2041,3580,PS,Global,0.56
2607,3581,DS,NA,0.32
2607,3581,DS,EU,0.19
2607,3581,DS,JP,0
2607,3581,DS,Other,0.05
2607,3581,DS,Global,0.56
1536,3582,PS2,NA,0.28
1536,3582,PS2,EU,0.21
1536,3582,PS2,JP,0
1536,3582,PS2,Other,0.07
1536,3582,PS2,Global,0.56
2775,3583,XB,NA,0.39
2775,3583,XB,EU,0.15
2775,3583,XB,JP,0
2775,3583,XB,Other,0.02
2775,3583,XB,Global,0.56
2481,3584,X360,NA,0.28
2481,3584,X360,EU,0.22
2481,3584,X360,JP,0
2481,3584,X360,Other,0.06
2481,3584,X360,Global,0.56
2776,3585,PS2,NA,0.27
2776,3585,PS2,EU,0.21
2776,3585,PS2,JP,0
2776,3585,PS2,Other,0.07
2776,3585,PS2,Global,0.56
2777,3586,GBA,NA,0.4
2777,3586,GBA,EU,0.15
2777,3586,GBA,JP,0
2777,3586,GBA,Other,0.01
2777,3586,GBA,Global,0.56
227,3587,GC,NA,0.43
227,3587,GC,EU,0.11
227,3587,GC,JP,0
227,3587,GC,Other,0.02
227,3587,GC,Global,0.56
2778,3588,PS,NA,0.31
2778,3588,PS,EU,0.21
2778,3588,PS,JP,0
2778,3588,PS,Other,0.04
2778,3588,PS,Global,0.56
2779,3589,Wii,NA,0.41
2779,3589,Wii,EU,0.11
2779,3589,Wii,JP,0
2779,3589,Wii,Other,0.04
2779,3589,Wii,Global,0.56
2402,3590,X360,NA,0.49
2402,3590,X360,EU,0.02
2402,3590,X360,JP,0
2402,3590,X360,Other,0.04
2402,3590,X360,Global,0.56
2780,3591,XB,NA,0.43
2780,3591,XB,EU,0.11
2780,3591,XB,JP,0
2780,3591,XB,Other,0.02
2780,3591,XB,Global,0.56
2781,3592,N64,NA,0.39
2781,3592,N64,EU,0.09
2781,3592,N64,JP,0.07
2781,3592,N64,Other,0.01
2781,3592,N64,Global,0.56
2782,3593,SNES,NA,0.09
2782,3593,SNES,EU,0.02
2782,3593,SNES,JP,0.45
2782,3593,SNES,Other,0
2782,3593,SNES,Global,0.56
2783,3594,PS2,NA,0.27
2783,3594,PS2,EU,0.21
2783,3594,PS2,JP,0
2783,3594,PS2,Other,0.07
2783,3594,PS2,Global,0.56
2784,3595,3DS,NA,0.26
2784,3595,3DS,EU,0.14
2784,3595,3DS,JP,0.12
2784,3595,3DS,Other,0.04
2784,3595,3DS,Global,0.56
2785,3596,PS2,NA,0.15
2785,3596,PS2,EU,0.12
2785,3596,PS2,JP,0.26
2785,3596,PS2,Other,0.04
2785,3596,PS2,Global,0.56
1752,3597,Wii,NA,0.44
1752,3597,Wii,EU,0.08
1752,3597,Wii,JP,0
1752,3597,Wii,Other,0.04
1752,3597,Wii,Global,0.56
2786,3598,PSP,NA,0.13
2786,3598,PSP,EU,0.09
2786,3598,PSP,JP,0.27
2786,3598,PSP,Other,0.06
2786,3598,PSP,Global,0.56
2787,3599,X360,NA,0.34
2787,3599,X360,EU,0.15
2787,3599,X360,JP,0.01
2787,3599,X360,Other,0.05
2787,3599,X360,Global,0.56
2788,3600,X360,NA,0.15
2788,3600,X360,EU,0.35
2788,3600,X360,JP,0
2788,3600,X360,Other,0.07
2788,3600,X360,Global,0.56
2789,3601,GB,NA,0
2789,3601,GB,EU,0
2789,3601,GB,JP,0.56
2789,3601,GB,Other,0
2789,3601,GB,Global,0.56
2790,3602,PS2,NA,0.27
2790,3602,PS2,EU,0.21
2790,3602,PS2,JP,0
2790,3602,PS2,Other,0.07
2790,3602,PS2,Global,0.56
2791,3603,DS,NA,0.27
2791,3603,DS,EU,0.23
2791,3603,DS,JP,0
2791,3603,DS,Other,0.06
2791,3603,DS,Global,0.56
2792,3604,PS2,NA,0.27
2792,3604,PS2,EU,0.21
2792,3604,PS2,JP,0
2792,3604,PS2,Other,0.07
2792,3604,PS2,Global,0.56
2793,3605,GBA,NA,0.4
2793,3605,GBA,EU,0.15
2793,3605,GBA,JP,0
2793,3605,GBA,Other,0.01
2793,3605,GBA,Global,0.56
2794,3606,GBA,NA,0.4
2794,3606,GBA,EU,0.15
2794,3606,GBA,JP,0
2794,3606,GBA,Other,0.01
2794,3606,GBA,Global,0.56
2795,3607,XB,NA,0.39
2795,3607,XB,EU,0.15
2795,3607,XB,JP,0
2795,3607,XB,Other,0.02
2795,3607,XB,Global,0.56
2187,3608,Wii,NA,0.32
2187,3608,Wii,EU,0.18
2187,3608,Wii,JP,0
2187,3608,Wii,Other,0.05
2187,3608,Wii,Global,0.56
2796,3609,PSP,NA,0.17
2796,3609,PSP,EU,0.24
2796,3609,PSP,JP,0
2796,3609,PSP,Other,0.14
2796,3609,PSP,Global,0.56
2797,3610,PS2,NA,0.27
2797,3610,PS2,EU,0.21
2797,3610,PS2,JP,0
2797,3610,PS2,Other,0.07
2797,3610,PS2,Global,0.56
2798,3611,SNES,NA,0
2798,3611,SNES,EU,0
2798,3611,SNES,JP,0.56
2798,3611,SNES,Other,0
2798,3611,SNES,Global,0.56
2799,3612,DS,NA,0.49
2799,3612,DS,EU,0.02
2799,3612,DS,JP,0
2799,3612,DS,Other,0.04
2799,3612,DS,Global,0.56
1103,3613,XB,NA,0.52
1103,3613,XB,EU,0.02
1103,3613,XB,JP,0
1103,3613,XB,Other,0.02
1103,3613,XB,Global,0.56
2800,3614,DS,NA,0
2800,3614,DS,EU,0
2800,3614,DS,JP,0.56
2800,3614,DS,Other,0
2800,3614,DS,Global,0.56
1503,3615,XOne,NA,0.28
1503,3615,XOne,EU,0.23
1503,3615,XOne,JP,0
1503,3615,XOne,Other,0.04
1503,3615,XOne,Global,0.56
2801,3616,DS,NA,0.48
2801,3616,DS,EU,0.04
2801,3616,DS,JP,0
2801,3616,DS,Other,0.04
2801,3616,DS,Global,0.56
2802,3617,PSV,NA,0.18
2802,3617,PSV,EU,0.09
2802,3617,PSV,JP,0.22
2802,3617,PSV,Other,0.06
2802,3617,PSV,Global,0.56
2803,3618,DS,NA,0.27
2803,3618,DS,EU,0.23
2803,3618,DS,JP,0
2803,3618,DS,Other,0.06
2803,3618,DS,Global,0.56
1968,3619,Wii,NA,0.24
1968,3619,Wii,EU,0.26
1968,3619,Wii,JP,0
1968,3619,Wii,Other,0.06
1968,3619,Wii,Global,0.56
2804,3620,PS2,NA,0.27
2804,3620,PS2,EU,0.21
2804,3620,PS2,JP,0
2804,3620,PS2,Other,0.07
2804,3620,PS2,Global,0.56
2805,3621,DS,NA,0.37
2805,3621,DS,EU,0.02
2805,3621,DS,JP,0.14
2805,3621,DS,Other,0.03
2805,3621,DS,Global,0.56
2806,3622,Wii,NA,0.5
2806,3622,Wii,EU,0.02
2806,3622,Wii,JP,0
2806,3622,Wii,Other,0.03
2806,3622,Wii,Global,0.56
2807,3623,Wii,NA,0.51
2807,3623,Wii,EU,0
2807,3623,Wii,JP,0
2807,3623,Wii,Other,0.04
2807,3623,Wii,Global,0.56
2808,3624,PS2,NA,0.27
2808,3624,PS2,EU,0.21
2808,3624,PS2,JP,0
2808,3624,PS2,Other,0.07
2808,3624,PS2,Global,0.56
2809,3625,DS,NA,0.18
2809,3625,DS,EU,0.36
2809,3625,DS,JP,0
2809,3625,DS,Other,0.02
2809,3625,DS,Global,0.56
917,3626,XB,NA,0.42
917,3626,XB,EU,0.12
917,3626,XB,JP,0
917,3626,XB,Other,0.01
917,3626,XB,Global,0.56
2810,3627,PS3,NA,0.39
2810,3627,PS3,EU,0.08
2810,3627,PS3,JP,0.02
2810,3627,PS3,Other,0.06
2810,3627,PS3,Global,0.56
2811,3628,X360,NA,0.37
2811,3628,X360,EU,0.14
2811,3628,X360,JP,0
2811,3628,X360,Other,0.05
2811,3628,X360,Global,0.56
2812,3629,PS,NA,0.27
2812,3629,PS,EU,0.18
2812,3629,PS,JP,0.06
2812,3629,PS,Other,0.04
2812,3629,PS,Global,0.55
1633,3630,PS3,NA,0.15
1633,3630,PS3,EU,0.2
1633,3630,PS3,JP,0.14
1633,3630,PS3,Other,0.07
1633,3630,PS3,Global,0.55
2813,3631,PS,NA,0.31
2813,3631,PS,EU,0.21
2813,3631,PS,JP,0
2813,3631,PS,Other,0.04
2813,3631,PS,Global,0.55
2814,3632,DS,NA,0.41
2814,3632,DS,EU,0.11
2814,3632,DS,JP,0
2814,3632,DS,Other,0.04
2814,3632,DS,Global,0.55
751,3633,X360,NA,0.35
751,3633,X360,EU,0.16
751,3633,X360,JP,0
751,3633,X360,Other,0.05
751,3633,X360,Global,0.55
2815,3634,PS2,NA,0.27
2815,3634,PS2,EU,0.21
2815,3634,PS2,JP,0
2815,3634,PS2,Other,0.07
2815,3634,PS2,Global,0.55
2816,3635,PS2,NA,0.34
2816,3635,PS2,EU,0.01
2816,3635,PS2,JP,0.15
2816,3635,PS2,Other,0.06
2816,3635,PS2,Global,0.55
2817,3636,PS3,NA,0.35
2817,3636,PS3,EU,0.13
2817,3636,PS3,JP,0
2817,3636,PS3,Other,0.08
2817,3636,PS3,Global,0.55
2818,3637,XB,NA,0.42
2818,3637,XB,EU,0.11
2818,3637,XB,JP,0
2818,3637,XB,Other,0.02
2818,3637,XB,Global,0.55
2819,3638,SAT,NA,0
2819,3638,SAT,EU,0
2819,3638,SAT,JP,0.55
2819,3638,SAT,Other,0
2819,3638,SAT,Global,0.55
2820,3639,Wii,NA,0.22
2820,3639,Wii,EU,0.28
2820,3639,Wii,JP,0
2820,3639,Wii,Other,0.05
2820,3639,Wii,Global,0.55
2821,3640,PS3,NA,0.24
2821,3640,PS3,EU,0.22
2821,3640,PS3,JP,0
2821,3640,PS3,Other,0.09
2821,3640,PS3,Global,0.55
2822,3641,XB,NA,0.4
2822,3641,XB,EU,0.13
2822,3641,XB,JP,0
2822,3641,XB,Other,0.02
2822,3641,XB,Global,0.55
2823,3642,PS,NA,0
2823,3642,PS,EU,0
2823,3642,PS,JP,0.52
2823,3642,PS,Other,0.04
2823,3642,PS,Global,0.55
2824,3643,DS,NA,0
2824,3643,DS,EU,0
2824,3643,DS,JP,0.55
2824,3643,DS,Other,0
2824,3643,DS,Global,0.55
2825,3644,PS3,NA,0.3
2825,3644,PS3,EU,0.17
2825,3644,PS3,JP,0
2825,3644,PS3,Other,0.07
2825,3644,PS3,Global,0.55
2826,3645,2600,NA,0.52
2826,3645,2600,EU,0.03
2826,3645,2600,JP,0
2826,3645,2600,Other,0.01
2826,3645,2600,Global,0.55
2827,3646,PS,NA,0.31
2827,3646,PS,EU,0.21
2827,3646,PS,JP,0
2827,3646,PS,Other,0.04
2827,3646,PS,Global,0.55
2828,3647,DS,NA,0.52
2828,3647,DS,EU,0
2828,3647,DS,JP,0
2828,3647,DS,Other,0.04
2828,3647,DS,Global,0.55
2829,3648,PS,NA,0.31
2829,3648,PS,EU,0.21
2829,3648,PS,JP,0
2829,3648,PS,Other,0.04
2829,3648,PS,Global,0.55
2830,3649,SAT,NA,0
2830,3649,SAT,EU,0
2830,3649,SAT,JP,0.55
2830,3649,SAT,Other,0
2830,3649,SAT,Global,0.55
2831,3650,3DS,NA,0
2831,3650,3DS,EU,0
2831,3650,3DS,JP,0.55
2831,3650,3DS,Other,0
2831,3650,3DS,Global,0.55
2832,3651,PS2,NA,0.21
2832,3651,PS2,EU,0.16
2832,3651,PS2,JP,0.12
2832,3651,PS2,Other,0.05
2832,3651,PS2,Global,0.55
2833,3652,PS2,NA,0.27
2833,3652,PS2,EU,0.21
2833,3652,PS2,JP,0
2833,3652,PS2,Other,0.07
2833,3652,PS2,Global,0.55
2834,3653,PSV,NA,0.29
2834,3653,PSV,EU,0.15
2834,3653,PSV,JP,0.04
2834,3653,PSV,Other,0.07
2834,3653,PSV,Global,0.55
2835,3654,Wii,NA,0.32
2835,3654,Wii,EU,0.16
2835,3654,Wii,JP,0.03
2835,3654,Wii,Other,0.05
2835,3654,Wii,Global,0.55
2836,3655,X360,NA,0.47
2836,3655,X360,EU,0.04
2836,3655,X360,JP,0
2836,3655,X360,Other,0.04
2836,3655,X360,Global,0.55
2837,3656,PS3,NA,0.18
2837,3656,PS3,EU,0.27
2837,3656,PS3,JP,0
2837,3656,PS3,Other,0.1
2837,3656,PS3,Global,0.55
2838,3657,PSP,NA,0.33
2838,3657,PSP,EU,0.22
2838,3657,PSP,JP,0
2838,3657,PSP,Other,0
2838,3657,PSP,Global,0.55
273,3658,PC,NA,0.17
273,3658,PC,EU,0.33
273,3658,PC,JP,0
273,3658,PC,Other,0.05
273,3658,PC,Global,0.55
2839,3659,PS2,NA,0
2839,3659,PS2,EU,0
2839,3659,PS2,JP,0.55
2839,3659,PS2,Other,0
2839,3659,PS2,Global,0.55
1954,3660,PS3,NA,0.5
1954,3660,PS3,EU,0.01
1954,3660,PS3,JP,0
1954,3660,PS3,Other,0.05
1954,3660,PS3,Global,0.55
2840,3661,DS,NA,0.51
2840,3661,DS,EU,0
2840,3661,DS,JP,0
2840,3661,DS,Other,0.04
2840,3661,DS,Global,0.55
2841,3662,DS,NA,0.51
2841,3662,DS,EU,0
2841,3662,DS,JP,0
2841,3662,DS,Other,0.04
2841,3662,DS,Global,0.55
2842,3663,XB,NA,0.34
2842,3663,XB,EU,0.18
2842,3663,XB,JP,0
2842,3663,XB,Other,0.02
2842,3663,XB,Global,0.55
2843,3664,GBA,NA,0.22
2843,3664,GBA,EU,0.08
2843,3664,GBA,JP,0.24
2843,3664,GBA,Other,0.01
2843,3664,GBA,Global,0.55
2844,3665,PS,NA,0.31
2844,3665,PS,EU,0.21
2844,3665,PS,JP,0
2844,3665,PS,Other,0.04
2844,3665,PS,Global,0.55
2845,3666,PS4,NA,0.2
2845,3666,PS4,EU,0.25
2845,3666,PS4,JP,0.02
2845,3666,PS4,Other,0.09
2845,3666,PS4,Global,0.55
2846,3667,PS,NA,0.31
2846,3667,PS,EU,0.21
2846,3667,PS,JP,0
2846,3667,PS,Other,0.04
2846,3667,PS,Global,0.55
2847,3668,PS,NA,0
2847,3668,PS,EU,0
2847,3668,PS,JP,0.51
2847,3668,PS,Other,0.04
2847,3668,PS,Global,0.55
2848,3669,SAT,NA,0
2848,3669,SAT,EU,0
2848,3669,SAT,JP,0.55
2848,3669,SAT,Other,0
2848,3669,SAT,Global,0.55
806,3670,XB,NA,0.4
806,3670,XB,EU,0.13
806,3670,XB,JP,0
806,3670,XB,Other,0.02
806,3670,XB,Global,0.55
2849,3671,PS2,NA,0
2849,3671,PS2,EU,0
2849,3671,PS2,JP,0.55
2849,3671,PS2,Other,0
2849,3671,PS2,Global,0.55
2850,3672,PS3,NA,0.18
2850,3672,PS3,EU,0.21
2850,3672,PS3,JP,0.07
2850,3672,PS3,Other,0.08
2850,3672,PS3,Global,0.55
849,3673,GBA,NA,0.39
849,3673,GBA,EU,0.15
849,3673,GBA,JP,0
849,3673,GBA,Other,0.01
849,3673,GBA,Global,0.55
2851,3674,SAT,NA,0
2851,3674,SAT,EU,0
2851,3674,SAT,JP,0.55
2851,3674,SAT,Other,0
2851,3674,SAT,Global,0.55
2731,3675,X360,NA,0.3
2731,3675,X360,EU,0.19
2731,3675,X360,JP,0
2731,3675,X360,Other,0.05
2731,3675,X360,Global,0.55
2852,3676,3DS,NA,0.31
2852,3676,3DS,EU,0
2852,3676,3DS,JP,0.21
2852,3676,3DS,Other,0.03
2852,3676,3DS,Global,0.55
2853,3677,Wii,NA,0.49
2853,3677,Wii,EU,0.02
