kglID,Title,Year,Publisher,Genre
3784,Risk: Global Domination,2003,Atari,Strategy
3785,Elite Beat Agents,2006,Nintendo,Misc
3786,Mobile Suit Gundam version 2.0,1996,Namco Bandai Games,Action
3787,Grandia Xtreme,2002,Enix Corporation,Role-Playing
3788,Silent Scope,2000,Konami Digital Entertainment,Shooter
3789,Final Fantasy Adventure,1991,SquareSoft,Role-Playing
3790,The Incredible Hulk,2008,Sega,Action
3791,Cabela's Big Game Hunter 2012,2011,Activision,Sports
3792,EA Sports MMA,2010,Electronic Arts,Fighting
3793,Tokimeki Memorial: Forever with You,1996,Konami Digital Entertainment,Simulation
3794,MediEvil II,1999,Sony Computer Entertainment,Action
3795,Guitar Hero On Tour: Modern Hits,2009,Activision,Misc
3796,Hunter: The Reckoning,2002,Interplay,Action
3797,Rogue Trip: Vacation 2012,1998,GT Interactive,Racing
3798,Dai-4-Ji Super Robot Taisen,1995,Banpresto,Strategy
3799,Pokemon Channel,2003,Nintendo,Adventure
3800,Taiko no Tatsujin Portable DX,2011,Namco Bandai Games,Misc
3801,Etrian Odyssey IV: Legends of the Titans,2012,Atlus,Role-Playing
3802,Moto Racer World Tour,2000,Sony Computer Entertainment,Racing
3803,NCAA Final Four 2000,1999,989 Sports,Sports
3804,ZhuZhu Pets: Featuring The Wild Bunch,2010,Activision,Simulation
3805,Hangman,NA,Atari,Puzzle
3806,Petz Rescue: Wildlife Vet,2008,Ubisoft,Simulation
3807,Gravitar,1982,Atari,Action
3808,Toukiden: The Age of Demons,2013,Tecmo Koei,Action
3809,EyeToy Play 2,2004,Sony Computer Entertainment,Misc
3810,Dance Dance Revolution Ultramix 3,2005,Konami Digital Entertainment,Simulation
3811,Mobile Suit Gundam: Extreme VS Full Boost,2014,Namco Bandai Games,Fighting
3812,The Legend of Spyro: A New Beginning,2006,Vivendi Games,Platform
3813,Pro Evolution Soccer 2011 3D,2011,Konami Digital Entertainment,Sports
3814,Shin Megami Tensei: Devil Survivor Overclocked,2011,Ghostlight,Role-Playing
3815,Dragon Ball Z: Attack of the Saiyans,2009,Namco Bandai Games,Role-Playing
3816,The House of the Dead: Overkill - Extended Cut,2011,Sega,Shooter
3817,Quake 4,2005,Activision,Shooter
3818,Petz Rescue: Ocean Patrol,2008,Ubisoft,Adventure
3819,Solaris,1986,Atari,Shooter
3820,Puppy Palace,2008,Ubisoft,Simulation
3821,Super Dragon Ball Z,2006,Atari,Fighting
3822,Paws & Claws: Pampered Pets,2009,THQ,Simulation
3823,ESPN: Sports Connection,2012,Ubisoft,Sports
3824,Naruto Shippuden: Ninja Destiny 2,2008,Takara Tomy,Fighting
3825,SAW,2009,Konami Digital Entertainment,Action
3826,Tobal 2,1997,SquareSoft,Fighting
3827,Digging for Dinosaurs,2010,Scholastic Inc.,Action
3828,Life is Strange,2016,Square Enix,Adventure
3829,Kingdom Under Fire: Circle of Doom,2007,Microsoft Game Studios,Role-Playing
3830,NBA Inside Drive 2002,2002,Microsoft Game Studios,Sports
3831,Kileak: The DNA Imperative,1994,Sony Computer Entertainment,Shooter
3832,Petz: Catz 2,2006,Ubisoft,Simulation
3833,Mini Ninjas,2009,Eidos Interactive,Action
3834,Phantasy Star Portable 2: Infinity,2011,Sega,Role-Playing
3835,Hell's Kitchen: The Game,2008,Ubisoft,Simulation
3836,"Monsters, Inc. Scream Arena",2002,THQ,Platform
3837,Reel Fishing III,2003,Natsume,Sports
3838,Cabela's Deer Hunt 2005 Season,2004,Activision,Sports
3839,High Heat Major League Baseball 2003,2002,3DO,Sports
3840,Super Formation Soccer 94,1994,Human Entertainment,Sports
3841,Panzer Dragoon,1995,Sega,Shooter
3842,Yarudora Series Vol.1: Double Cast,1998,Sony Computer Entertainment,Adventure
3843,Rec Room Games,2009,Destineer,Sports
3844,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,2000,ChunSoft,Role-Playing
3845,Turok: Rage Wars,1999,Acclaim Entertainment,Shooter
3846,Scooby-Doo! Classic Creep Capers,2000,THQ,Action
3847,Dragonfire,1981,Imagic,Action
3848,Custom Robo,2004,Nintendo,Role-Playing
3849,Command & Conquer: Red Alert 3 Ultimate Edition,2009,Electronic Arts,Strategy
3850,Medieval II: Total War Gold Edition,2008,Sega,Strategy
3851,Pac-Man World 2,2002,Nintendo,Action
3852,Kotoba no Puzzle: Mojipittan DS,2007,Namco Bandai Games,Puzzle
3853,Barbie Horse Adventures: Blue Ribbon Race,2003,Knowledge Adventure,Sports
3854,Bionic Commando,2009,Capcom,Platform
3855,Wanted: Weapons of Fate,2009,Warner Bros. Interactive Entertainment,Shooter
3856,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,2003,Square Enix,Adventure
3857,Dishonored,2015,Bethesda Softworks,Action
3858,NFL Street 2 Unleashed,2005,Electronic Arts,Sports
3859,Super Robot Taisen EX,1994,Banpresto,Strategy
3860,FIFA Street 2,2006,Electronic Arts,Sports
3861,Bottom of the 9th,1999,Konami Digital Entertainment,Sports
3862,Theatrhythm Final Fantasy: Curtain Call,2014,Square Enix,Misc
3863,Trauma Center: Under the Knife,2005,Nintendo,Simulation
3864,Shin Megami Tensei II,1994,Atlus,Role-Playing
3865,Xenosaga Episode III: Also sprach Zarathustra,2006,Namco Bandai Games,Role-Playing
3866,Build-A-Bear Workshop: A Friend Fur All Seasons,2008,Game Factory,Simulation
3867,Sid Meier's Civilization: Beyond Earth,2014,Take-Two Interactive,Strategy
3868,Virtua Fighter 3tb,1998,Sega,Fighting
3869,Transformers: Dark of the Moon,2011,Activision,Action
3870,Mini-Yonku GB: Let's & Go!!,1997,ASCII Entertainment,Strategy
3871,Left 4 Dead 2,2009,Valve Software,Shooter
3872,NBA Live 2003,2003,Electronic Arts,Sports
3873,My Horse & Me,2007,Atari,Sports
3874,Zero4 Champ RR,1994,Media Rings,Sports
3875,Dragon Ball Z: Infinite World,2008,Namco Bandai Games,Fighting
3876,Nonomura Byoin no Hitobito,1996,Elf,Adventure
3877,ESPN X Games Skateboarding,2001,Konami Digital Entertainment,Sports
3878,Bejeweled 3,NA,Unknown,Puzzle
3879,Resident Evil Zero,2016,Capcom,Action
3880,Super Fire ProWrestling Special,1994,Human Entertainment,Fighting
3881,Yuu Yuu Hakusho,1993,Namco Bandai Games,Fighting
3882,Kamaitachi no Yoru 2,2002,ChunSoft,Adventure
3883,High Heat Major League Baseball 2004,2003,3DO,Sports
3884,Robots,2005,Vivendi Games,Action
3885,NARC,2005,Midway Games,Shooter
3886,One Piece: Gigant Battle!,2010,Namco Bandai Games,Fighting
3887,Valkyrie Profile: Lenneth,2006,Square Enix,Role-Playing
3888,LocoRoco 2,2008,Sony Computer Entertainment,Platform
3889,Monster Rancher 3,2001,Tecmo Koei,Simulation
3890,MechWarrior 2: 31st Century Combat,1997,Activision,Simulation
3891,Earth Defense Force 2025,2013,D3Publisher,Shooter
3892,Hamtaro: Ham-Ham Heartbreak,2002,Nintendo,Action
3893,Okage: Shadow King,2001,Sony Computer Entertainment,Role-Playing
3894,Press Your Luck 2010 Edition,2009,Ubisoft,Misc
3895,Mobile Suit Z-Gundam,1997,Namco Bandai Games,Action
3896,Cubix Robots for Everyone: Clash 'n' Bash,NA,Unknown,Action
3897,Tropico 4,NA,Kalypso Media,Strategy
3898,NHL 2K10,2009,Take-Two Interactive,Sports
3899,Kirby's Dream Land 3,1997,Nintendo,Platform
3900,Big Bass World Championship,1997,Starfish,Sports
3901,Jurassic Park,1993,Ocean,Action
3902,Mystical Ninja starring Goemon,1997,Konami Digital Entertainment,Action
3903,Tetrisphere,1997,Nintendo,Puzzle
3904,Saban's Power Rangers: Lightspeed Rescue,2000,THQ,Action
3905,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,2013,Marvelous Entertainment,Fighting
3906,North American Hunting Extravaganza,2008,Zushi Games,Sports
3907,World's Scariest Police Chases,2001,Activision,Racing
3908,Shaun Palmer's Pro Snowboarder,2001,Activision,Sports
3909,AMF Bowling World Lanes,2008,Bethesda Softworks,Sports
3910,MechAssault 2: Lone Wolf,2004,Microsoft Game Studios,Simulation
3911,Hamster Club 3,2002,Jorudan,Simulation
3912,Breath of Fire II,1994,Laguna,Role-Playing
3913,Teenage Mutant Ninja Turtles: Smash-Up,2009,Ubisoft,Fighting
3914,Kinectimals: Now with Bears!,2011,Microsoft Game Studios,Misc
3915,ATV/Monster Truck Mayhem,2007,"Destination Software, Inc",Racing
3916,Naruto: Ultimate Ninja 3 ,2005,Atari,Fighting
3917,Rapala Pro Fishing,2004,Zoo Digital Publishing,Sports
3918,J-League Pro Soccer Club o Tsukurou '04,2004,Sega,Sports
3919,Dark Void,2010,Capcom,Action
3920,James Bond 007: Legends,2012,Activision,Shooter
3921,Dai-2-Ji Super Robot Taisen Z Saisei-hen,2012,Namco Bandai Games,Strategy
3922,Disney's The Haunted Mansion,2003,Take-Two Interactive,Platform
3923,Arc the Lad: Twilight of the Spirits,2003,Sony Computer Entertainment,Role-Playing
3924,Dance Dance Revolution 3rdMix,2000,Konami Digital Entertainment,Simulation
3925,Ryu Ga Gotoku Kenzan!,2008,Sega,Adventure
3926,U-Sing,2009,Mindscape,Misc
3927,Super Robot Taisen A,2001,Banpresto,Strategy
3928,Chicken Shoot,2007,Zoo Digital Publishing,Action
3929,Company of Heroes 2,2013,THQ,Strategy
3930,We Sing Deutsche Hits,2011,Nordic Games,Misc
3931,Boxer's Road,1995,New,Fighting
3932,Frogs And Flies,1981,Mattel Interactive,Action
3933,DanceDanceRevolution,2010,Konami Digital Entertainment,Simulation
3934,Toriko: Gourmet Survival!,2011,Namco Bandai Games,Role-Playing
3935,South Park Rally,1998,Acclaim Entertainment,Racing
3936,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,1994,Konami Digital Entertainment,Platform
3937,Mega Man Zero Collection,2010,Capcom,Platform
3938,Arctic Thunder,2001,Midway Games,Racing
3939,G-Force,2009,Electronic Arts,Action
3940,Football Manager Handheld 2010,2009,Sega,Sports
3941,J-League Pro Soccer Club o Tsukurou!,1999,Sega,Sports
3942,Wonder Pets! Save the Animals!,2008,Take-Two Interactive,Adventure
3943,Formula 1 Championship Edition,1997,Psygnosis,Racing
3944,Shrek,2001,TDK Mediactive,Platform
3945,CSI: Deadly Intent - The Hidden Cases,2009,Ubisoft,Adventure
3946,SOCOM: Tactical Strike,2007,Sony Computer Entertainment,Shooter
3947,Blasto,1998,Sony Computer Entertainment,Action
3948,Trauma Center: Second Opinion,2006,Nintendo,Simulation
3949,Backyard Baseball 2006,2005,Atari,Sports
3950,Cabela's Outdoor Adventures ,2005,Zoo Digital Publishing,Sports
3951,Suikoden V,2006,Konami Digital Entertainment,Role-Playing
3952,Picross 2,1996,Nintendo,Puzzle
3953,Remember Me,2013,Capcom,Action
3954,Battalion Wars 2,2007,Nintendo,Strategy
3955,Outlaw Golf 2,2004,Global Star,Sports
3956,SpongeBob's Boating Bash,2010,THQ,Misc
3957,Sentouchu: Densetsu no Shinobi to Survival Battle!,2013,Namco Bandai Games,Action
3958,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010,Sega,Sports
3959,Momotarou Dentetsu 12,2003,Hudson Soft,Misc
3960,Batman: Rise of Sin Tzu,2003,Ubisoft,Action
3961,Disney's Tarzan: Return to the Jungle,2002,Activision,Action
3962,Jikkyou Powerful Pro Yakyuu 13,2006,Konami Digital Entertainment,Sports
3963,Fossil Fighters: Frontier,2014,Nintendo,Role-Playing
3964,Star Fox: Zero,2016,Nintendo,Shooter
3965,Mega Man X3,1995,Laguna,Action
3966,Stunt Race FX,1993,Nintendo,Racing
3967,Bloody Roar 3,2001,Virgin Interactive,Fighting
3968,WWE Crush Hour,2003,THQ,Racing
3969,Persona 2: Eternal Punishment,2000,Atlus,Role-Playing
3970,Star Wars: Flight of the Falcon,2003,THQ,Action
3971,One Piece: Gigant Battle 2 Shin Sekai,2011,Namco Bandai Games,Fighting
3972,Pac-Man All-Stars,2011,Namco Bandai Games,Fighting
3973,Def Jam Rapstar,2010,Konami Digital Entertainment,Misc
3974,Angry Birds Star Wars,2013,Activision,Strategy
3975,Dragon Ball Z: Budokai Tenkaichi 2 ,NA,N/A,Action
3976,Mega Man ZX Advent,2007,Capcom,Platform
3977,Jikkyou Powerful Pro Yakyuu 2000,2000,Konami Digital Entertainment,Sports
3978,Sniper: Ghost Warrior 2,2013,City Interactive,Shooter
3979,Racquet Sports,2010,Ubisoft,Sports
3980,Harry Potter and the Deathly Hallows - Part 2,2011,Electronic Arts,Action
3981,Supreme Commander 2,2010,Square Enix,Strategy
3982,Resident Evil: Dead Aim,2003,Capcom,Action
3983,SpongeBob SquarePants: The Yellow Avenger,2005,THQ,Action
3984,The Fairly Odd Parents: Shadow Showdown,2004,THQ,Platform
3985,Xbox Music Mixer,2003,Microsoft Game Studios,Misc
3986,The Shoot,2010,Sony Computer Entertainment,Shooter
3987,College Hoops 2K8,2007,Take-Two Interactive,Sports
3988,Guilty Gear X2,2002,Sammy Corporation,Fighting
3989,Yu-Gi-Oh! 5D's Tag Force 5,2010,Konami Digital Entertainment,Strategy
3990,From TV Animation One Piece: Tobidase Kaizokudan!,2001,Namco Bandai Games,Role-Playing
3991,The Tale of Despereaux,2008,Brash Entertainment,Platform
3992,Aggressive Inline,2002,Acclaim Entertainment,Sports
3993,Karaoke Revolution,2003,Konami Digital Entertainment,Misc
3994,Hello Kitty Daily,2008,Nobilis,Misc
3995,Metal Arms: Glitch in the System,2003,Vivendi Games,Shooter
3996,Jikkyou Powerful Pro Yakyuu 7,2000,Konami Digital Entertainment,Sports
3997,Rally Cross 2,1998,989 Studios,Racing
3998,EverGrace,2000,Ubisoft,Role-Playing
3999,Lunar 2: Eternal Blue Complete,1999,Kadokawa Shoten,Role-Playing
4000,Street Fighter Alpha: Warriors' Dreams,1996,Capcom,Fighting
4001,Rugrats: Royal Ransom,2002,THQ,Platform
4002,Disney Fairies: Tinker Bell and the Great Fairy Rescue,2010,Disney Interactive Studios,Adventure
4003,F1 Race Stars,2012,Codemasters,Racing
4004,Naruto Shippuden: Ultimate Ninja Impact,2011,Namco Bandai Games,Fighting
4005,Charlie and the Chocolate Factory,2005,Global Star,Adventure
4006,Kurushi Final: Mental Blocks,1998,Sony Computer Entertainment,Puzzle
4007,Style Lab: Jewelry Design,2009,Ubisoft,Simulation
4008,Risk / Battleship / Clue,2005,Zoo Digital Publishing,Misc
4009,SD Gundam G Generation World,2011,Namco Bandai Games,Strategy
4010,The Wild Thornberrys Movie,2002,THQ,Platform
4011,Dynasty Warriors 5 Empires,2006,Tecmo Koei,Action
4012,SoulCalibur,1999,Namco Bandai Games,Fighting
4013,WipEout 3,1999,Psygnosis,Racing
4014,Etrian Odyssey,2007,Nintendo,Role-Playing
4015,Conan,2007,THQ,Action
4016,Classic NES Series: Ice Climber,2004,Nintendo,Platform
4017,F.E.A.R.,2006,Vivendi Games,Shooter
4018,Tenchu Z,2006,Microsoft Game Studios,Action
4019,Freeway,1980,Activision,Action
4020,Driver 2 Advance,2002,Atari,Action
4021,Monster Rancher 4,2003,Tecmo Koei,Simulation
4022,Chicken Riot,2010,City Interactive,Action
4023,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Disney Interactive Studios,Adventure
4024,Iron Storm,1995,Sega,Shooter
4025,Radiant Historia,2010,Atlus,Role-Playing
4026,Marvel Super Heroes,1997,Virgin Interactive,Fighting
4027,Super Bust-A-Move,2000,Acclaim Entertainment,Puzzle
4028,Thunderstrike: Operation Phoenix,2001,Eidos Interactive,Simulation
4029,Alien's Return,1982,ITT Family Games,Action
4030,Frostbite,1983,Activision,Action
4031,Kameo: Elements of Power,2005,Microsoft Game Studios,Action
4032,Power Rangers Samurai,2011,Namco Bandai Games,Action
4033,WWE Day of Reckoning 2,2005,THQ,Fighting
4034,Dynasty Warriors 6 Empires,2009,Tecmo Koei,Action
4035,Fantastic Voyage,1981,20th Century Fox Video Games,Action
4036,The Adventures of Tintin: The Game,2011,Ubisoft,Action
4037,Silent Hill HD Collection,2012,Konami Digital Entertainment,Action
4038,Night Warriors: Darkstalkers' Revenge,1995,Virgin Interactive,Fighting
4039,Off Road Challenge,1998,GT Interactive,Racing
4040,Bank Heist,1982,20th Century Fox Video Games,Action
4041,Tom Clancy's Ghost Recon: Shadow Wars,2011,Ubisoft,Strategy
4042,Backstreet Billiards,1998,ASCII Entertainment,Misc
4043,MX vs. ATV Untamed,2008,THQ,Racing
4044,Carnival,1981,Coleco,Shooter
4045,Football Manager Handheld 2008,2007,Sega,Sports
4046,Leisure Suit Larry: Magna Cum Laude,2004,Vivendi Games,Adventure
4047,Momotarou Dentetsu DS: Tokyo & Japan,2007,Hudson Soft,Misc
4048,Point Blank,1997,Sony Computer Entertainment,Shooter
4049,Bookworm,2009,PopCap Games,Puzzle
4050,Smart Girl's Party Game,2008,505 Games,Misc
4051,Puzzle Quest: Challenge of the Warlords,2007,D3Publisher,Puzzle
4052,Star Ocean: Second Evolution,2008,Square Enix,Role-Playing
4053,My Baby Boy,2008,Nobilis,Simulation
4054,Tiny Tank,1998,Sony Computer Entertainment,Action
4055,Jonah Lomu Rugby Challenge,2011,Home Entertainment Suppliers,Sports
4056,Spy Hunter,2002,Midway Games,Racing
4057,Imagine: Movie Star,2008,Ubisoft,Simulation
4058,Zoo Tycoon ,2013,Microsoft Game Studios,Simulation
4059,Herbie: Fully Loaded,2005,Disney Interactive Studios,Racing
4060,The Sims 3: Town Life Stuff,2011,Electronic Arts,Simulation
4061,Pony Friends 2,2009,Eidos Interactive,Simulation
4062,Buzz! The Ultimate Music Quiz,2010,Sony Computer Entertainment,Misc
4063,Persona 5,2016,Atlus,Role-Playing
4064,The Eye of Judgment,2007,Sony Computer Entertainment,Misc
4065,Modnation Racers: Road Trip,2012,Sony Computer Entertainment,Racing
4066,Fade to Black,1996,Electronic Arts,Action
4067,MXRider,2001,Atari,Racing
4068,Night at the Museum: Battle of the Smithsonian,2009,Majesco Entertainment,Action
4069,World Championship Poker 2: Featuring Howard Lederer,2005,Oxygen Interactive,Misc
4070,Sengoku Musou 3 Z,2011,Ackkstudios,Action
4071,Operation Flashpoint: Red River,2011,Codemasters,Shooter
4072,Ninja Blade,2009,Microsoft Game Studios,Action
4073,Fracture,2008,LucasArts,Shooter
4074,Tokyo Highway Battle,1996,Jaleco,Racing
4075,Pandora's Tower,2011,Nintendo,Role-Playing
4076,Binary Domain,2012,Sega,Action
4077,The King of Fighters XIII,2011,Rising Star Games,Fighting
4078,Beyond Good & Evil,2003,Ubisoft,Adventure
4079,Banjo-Kazooie: Grunty's Revenge,2003,THQ,Platform
4080,Bomberman World,1998,Sony Computer Entertainment,Puzzle
4081,The X-Factor,2010,Deep Silver,Misc
4082,Digimon World: Dawn / Dusk,2007,Namco Bandai Games,Role-Playing
4083,Street Fighter Alpha 3 MAX,2006,Capcom,Fighting
4084,Untold Legends: The Warriors Code,2006,Ubisoft,Role-Playing
4085,Deathtrap Dungeon,1998,Eidos Interactive,Action
4086,Tales of the World: Radiant Mythology 2,2009,Namco Bandai Games,Role-Playing
4087,Wipeout 2,2011,Activision,Misc
4088,Ape Escape Academy,2004,Sony Computer Entertainment,Misc
4089,Ultimate Marvel vs. Capcom 3,2011,Capcom,Fighting
4090,WWE Wrestlemania XIX,2003,THQ,Fighting
4091,Planet Puzzle League,2007,Nintendo,Puzzle
4092,Naruto: Rise of a Ninja,2007,Ubisoft,Action
4093,Chicken Blaster,2009,Zushi Games,Shooter
4094,Family Party: 90 Great Games Party Pack,2010,D3Publisher,Misc
4095,Klonoa 2: Lunatea's Veil,2001,Sony Computer Entertainment,Platform
4096,Deus Ex: Invisible War,2003,Eidos Interactive,Shooter
4097,Disney's Treasure Planet,2002,Sony Computer Entertainment,Action
4098,Jeanne d'Arc,2006,Sony Computer Entertainment,Role-Playing
4099,NCAA Basketball 10,2009,Electronic Arts,Sports
4100,BeatMania Append GottaMix,1999,Konami Digital Entertainment,Simulation
4101,Dead or Alive 5,2015,Tecmo Koei,Fighting
4102,Rugby World Cup 2011,2011,505 Games,Sports
4103,Kelly Slater's Pro Surfer,2002,Activision,Sports
4104,Sonic Boom: Rise of Lyric,2014,Sega,Action
4105,Legends of Wrestling II,2002,Acclaim Entertainment,Fighting
4106,World Stadium 3,1999,Namco Bandai Games,Sports
4107,Little Deviants,2011,Sony Computer Entertainment,Platform
4108,Extra Bases,1990,Namco Bandai Games,Sports
4109,Super Power League 2,1994,Hudson Soft,Sports
4110,Capcom Classics Collection Reloaded,2006,Capcom,Misc
4111,Deus Ex: Mankind Divided,2016,Square Enix,Role-Playing
4112,Cool Boarders 2001,2001,Sony Computer Entertainment,Sports
4113,Classic NES Series: Castlevania,2004,Nintendo,Platform
4114,Dragon Ball Z: Battle of Z,2014,Namco Bandai Games,Fighting
4115,GT Advance Championship Racing,2001,THQ,Racing
4116,Way of the Samurai 2,2003,Capcom,Action
4117,FIFA Street 3,2008,Electronic Arts,Sports
4118,Custom Robo,NA,Nintendo,Role-Playing
4119,BattleTanx,1998,3DO,Action
4120,Hatsune Miku: Project Diva Extend,2011,Sega,Misc
4121,Battlestations: Pacific,2009,Eidos Interactive,Strategy
4122,Pitfall 3D: Beyond the Jungle,1998,Activision,Platform
4123,Disgaea 2: Cursed Memories,2006,Tecmo Koei,Role-Playing
4124,DECA Sports Freedom,2010,Hudson Soft,Sports
4125,Clock Tower 3,2002,Capcom,Adventure
4126,Battle Dodge Ball,1991,Banpresto,Sports
4127,Goosebumps HorrorLand,2008,Scholastic Inc.,Adventure
4128,Elebits,2006,Konami Digital Entertainment,Action
4129,"Warhammer 40,000: Squad Command",2007,THQ,Strategy
4130,Disgaea: Hour of Darkness,2003,Tecmo Koei,Role-Playing
4131,NeoGeo Battle Coliseum,2005,Ignition Entertainment,Fighting
4132,SSX Blur,2007,Electronic Arts,Sports
4133,DiRT 2,2009,Sony Computer Entertainment,Racing
4134,My Baby: First Steps,2009,SouthPeak Games,Simulation
4135,Parodius,1994,Konami Digital Entertainment,Shooter
4136,Spy Kids 3-D: Game Over,2003,Disney Interactive Studios,Platform
4137,Sakura Wars 3: Paris wa Moeteiru ka,2001,Sega,Adventure
4138,1001 Touch Games,2011,Avanquest,Action
4139,NCAA GameBreaker 2001,2000,Sony Computer Entertainment,Sports
4140,Power Rangers: Ninja Storm,2003,THQ,Misc
4141,Naruto: Gekito Ninja Taisen! 4,2005,Tomy Corporation,Fighting
4142,Kidou Senshi Gundam F91: Formula Senki 0122,1991,Namco Bandai Games,Strategy
4143,Despicable Me: The Game,2010,D3Publisher,Platform
4144,Golden Axe: Beast Rider,2008,Sega,Action
4145,MySims SkyHeroes,2010,Electronic Arts,Action
4146,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,2007,Rocket Company,Misc
4147,"Carnival Games: Monkey See, Monkey Do!",2011,Take-Two Interactive,Misc
4148,Eternal Sonata,2007,Atari,Role-Playing
4149,DX Game of Life 2,1997,Takara,Misc
4150,NBA Live 96,1996,Electronic Arts,Sports
4151,Clash of the Titans,2010,Namco Bandai Games,Action
4152,Folklore,2007,Sony Computer Entertainment,Role-Playing
4153,Dragon Ball Z: Extreme Butoden,2015,Namco Bandai Games,Fighting
4154,Samurai Warriors 2: Xtreme Legends ,2007,Tecmo Koei,Action
4155,Teen Titans,2006,THQ,Action
4156,Dead Rising 2: Off the Record,2011,Capcom,Action
4157,Frogger II: Threeedeep!,1983,Parker Bros.,Action
4158,Etrian Odyssey III: The Drowned City,2010,Atlus,Role-Playing
4159,Karaoke Revolution Presents American Idol Encore 2,2008,Konami Digital Entertainment,Misc
4160,Fireball,1981,Starpath Corp.,Action
4161,Discovery Kids: Puppy Playtime,2009,505 Games,Simulation
4162,Dr. Mario / Puzzle League,2005,Nintendo,Puzzle
4163,Bleach: Shattered Blade,2006,Sega,Fighting
4164,Shin Nippon Pro Wrestling: Toukon Retsuden,1995,Tomy Corporation,Fighting
4165,Major League Baseball 2K6,2006,Take-Two Interactive,Sports
4166,Pinball Hall of Fame: The Gottlieb Collection,2004,Play It,Misc
4167,God of War Collection,2014,Sony Computer Entertainment,Action
4168,Overlord II,2009,Codemasters,Action
4169,J Stars Victory Vs.,2014,Namco Bandai Games,Fighting
4170,The Witcher: Enhanced Edition,2008,Atari,Role-Playing
4171,Nicktoons: Movin',2004,THQ,Action
4172,One Piece: Romance Dawn - Bouken no Yoake,2012,Namco Bandai Games,Fighting
4173,SWAT: Global Strike Team,2003,Vivendi Games,Shooter
4174,Championship Bass,1999,Electronic Arts,Sports
4175,Test Drive Unlimited,2006,Atari,Racing
4176,Bratz: Girlz Really Rock,2008,THQ,Action
4177,Dead or Alive 5,2012,Ubisoft Annecy,Fighting
4178,Shin Megami Tensei: Devil Survivor 2,2011,Ghostlight,Role-Playing
4179,NHL Breakaway 98,1998,Acclaim Entertainment,Sports
4180,Momotarou Dentetsu 20-Shuunen,2008,Hudson Soft,Misc
4181,Kinetica,2001,Sony Computer Entertainment,Racing
4182,Beautiful Katamari,2007,Namco Bandai Games,Puzzle
4183,Bust-A-Move '99,1997,Acclaim Entertainment,Puzzle
4184,Dragon Quest Monsters 1Â·2,2002,Enix Corporation,Role-Playing
4185,Ben 10 Ultimate Alien: Cosmic Destruction,2010,D3Publisher,Platform
4186,Bigfoot: Collision Course,2008,Zoo Digital Publishing,Racing
4187,Prey,2006,Take-Two Interactive,Shooter
4188,Birthday Party Bash,2009,Take-Two Interactive,Misc
4189,OverBlood,1996,Electronic Arts,Action
4190,ESPN X-Games Pro Boarder,1997,Sony Computer Entertainment,Sports
4191,Murdered: Soul Suspect,2014,Square Enix,Action
4192,Harvest Moon: Back to Nature,1999,Ubisoft,Simulation
4193,Naruto: Ultimate Ninja ,2003,Atari,Fighting
4194,Final Fantasy XI,NA,Unknown,Role-Playing
4195,The Settlers 7: Paths to a Kingdom,2010,Ubisoft,Strategy
4196,"Go, Diego, Go!: Great Dinosaur Rescue",2008,Take-Two Interactive,Action
4197,TrackMania Turbo,2016,Ubisoft,Action
4198,Minute to Win It,2011,Zoo Games,Misc
4199,Darkwatch,2005,Ubisoft,Shooter
4200,Singularity,NA,Unknown,Shooter
4201,Dance Dance Revolution Universe,2007,Konami Digital Entertainment,Simulation
4202,Sky Odyssey,2000,Sony Computer Entertainment,Simulation
4203,Nagano Winter Olympics 98,1997,Konami Digital Entertainment,Sports
4204,Rayman 2: The Great Escape,2000,Ubisoft,Platform
4205,Kirby's Block Ball,1995,Nintendo,Puzzle
4206,DiRT Rally,2016,Codemasters,Racing
4207,Fortress,2001,Majesco Entertainment,Action
4208,FIFA 2001 Major League Soccer,2000,Electronic Arts,Sports
4209,Peppa Pig: Theme Park Fun,2011,P2 Games,Misc
4210,Rally Cross,1997,Sony Computer Entertainment,Racing
4211,Frogger's Adventures: The Rescue,2003,Konami Digital Entertainment,Platform
4212,Extreme Pinball,1995,Electronic Arts,Misc
4213,Karaoke Revolution Volume 3,2004,Konami Digital Entertainment,Misc
4214,Gold's Gym: Cardio Workout ,2008,Ubisoft,Sports
4215,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,2001,ASCII Entertainment,Simulation
4216,Street Fighter Alpha 2,1995,Virgin Interactive,Fighting
4217,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,1999,Konami Digital Entertainment,Sports
4218,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,2005,N/A,Misc
4219,Ultimate Fighting Championship: Throwdown,2002,Ubisoft,Fighting
4220,SpongeBob SquarePants: Double Pack,2005,THQ,Platform
4221,Tetris 2 + Bombliss,1991,BPS,Puzzle
